0,8,1,1.1,1.12,0.25,0.35,0.92388,4.17356,0.258182,0.0710418,0.0709202,-0.205742,0.361396,-0.925686,0.202102,0.889562,0.06186133660472115,0.9982883316582631,1.7565494648637614,0.2183267328230091
1,8,1,1.1,1.12,0.25,0.35,0.793353,4.23655,0.295696,0.0721139,0.0720283,-0.709182,0.412741,-0.855986,0.191754,0.889562,0.06979641453541206,0.9988129888967315,0.5819958769399111,0.22401534604537926
2,8,1,1.1,1.12,0.25,0.35,0.382683,3.66408,0.428643,0.0623694,0.0625699,-1.20889,0.546218,-1.45008,0.312446,0.889562,0.11698516407938692,1.003214717473633,0.451834327358155,0.21546811210415975
3,8,1,1.1,1.12,0.25,0.35,0.130526,3.63897,0.360718,0.061942,0.0620218,-1.33862,0.483151,-0.844343,0.241423,0.889562,0.09912640115197431,1.0012883019598982,0.3609321540093529,0.28593000711796035
4,8,2,1.12,1.14,0.25,0.35,0.991445,6.37374,0.516916,0.112766,0.101363,-0.470302,0.744596,-0.469051,0.359172,0.883368,0.08110089209788916,0.8988790947626056,1.5832294993429754,0.7657418916066696
5,8,2,1.12,1.14,0.25,0.35,0.793353,5.92447,0.567504,0.104817,0.0943696,-1.00907,0.598609,-1.49093,0.268904,0.883368,0.09578983436493053,0.9003272369939991,0.5932284182465042,0.1803599095866338
6,8,2,1.12,1.14,0.25,0.35,0.608761,5.23822,0.351163,0.0926758,0.0831972,-1.44681,0.465156,-1.64252,0.235408,0.883368,0.06703861235305122,0.8977230301761625,0.3215045513923736,0.14332123809755742
7,8,2,1.12,1.14,0.25,0.35,0.382683,5.33761,0.349829,0.0944342,0.0847653,-1.87091,0.500314,-1.62012,0.257114,0.883368,0.06554038230593844,0.8976123057112784,0.2674174599526434,0.15870059007974718
8,8,2,1.12,1.14,0.25,0.35,0.130526,5.18191,0.334727,0.0916796,0.0822864,-2.22046,0.487157,-1.25628,0.249878,0.883368,0.06459529401321135,0.8975431829981806,0.21939462994154363,0.19890311077148404
9,8,2,1.12,1.14,0.25,0.35,-0.130526,5.50402,0.437501,0.0973784,0.0875177,-2.24868,0.666441,-0.916737,0.43649,0.883368,0.07948753819935248,0.8987383238993453,0.29636987032392337,0.47613437659874097
10,8,2,1.12,1.14,0.25,0.35,-0.382683,6.29419,0.604505,0.111358,0.100262,-2.48505,0.780167,-1.65681,0.432378,0.883368,0.0960417464359989,0.9003574058442142,0.31394418623367737,0.26097017763050684
11,8,3,1.14,1.16,0.25,0.35,-0.608761,7.96803,0.549596,0.148359,0.127157,-3.65268,0.971745,-0.761588,0.487864,0.876597,0.06897514191086128,0.8570898968043732,0.2660361707020598,0.6405878243879893
12,8,3,1.14,1.16,0.25,0.35,0.991445,8.42547,0.63748,0.156876,0.134546,-1.30632,0.915983,-0.910139,0.420985,0.876597,0.07566106104466576,0.8576582778755196,0.7011934288688836,0.46255022584462374
13,8,3,1.14,1.16,0.25,0.35,0.793353,6.97548,0.551387,0.129878,0.111431,-2.82889,0.72869,-1.56516,0.266814,0.876597,0.07904645988519786,0.8579667072175426,0.25758866551898446,0.17047075059418845
14,8,3,1.14,1.16,0.25,0.35,0.608761,6.46405,0.472817,0.120356,0.103198,-2.11469,0.694086,-2.51953,0.373463,0.876597,0.07314562851463091,0.8574395958655987,0.3282211577110593,0.14822724873289858
15,8,3,1.14,1.16,0.25,0.35,0.382683,7.32112,0.40831,0.136314,0.116702,-2.57683,0.575387,-2.08475,0.303759,0.876597,0.05577152129728785,0.8561262966386431,0.22329257265710192,0.14570524043650318
16,8,3,1.14,1.16,0.25,0.35,0.130526,7.61264,0.392318,0.141742,0.121312,-3.22917,0.632935,-1.60076,0.348504,0.876597,0.051535078501019356,0.8558648812631401,0.1960054750911225,0.21771158699617682
17,8,3,1.14,1.16,0.25,0.35,-0.130526,7.37258,0.467774,0.137272,0.117596,-3.8425,0.754391,-1.34308,0.442255,0.876597,0.06344780253317021,0.8566641412669737,0.19632817176317505,0.3292841826250112
18,8,3,1.14,1.16,0.25,0.35,-0.382683,7.58766,0.430287,0.141277,0.12096,-3.14621,0.639939,-0.604976,0.293939,0.876597,0.0567087876894853,0.8561903211421532,0.20339996376592792,0.48586886091349085
19,8,4,1.16,1.18,0.25,0.35,-0.608761,10.6283,0.600051,0.222118,0.172475,-2.1407,1.00096,-1.52286,0.588513,0.869207,0.0564578530903343,0.7765016792875858,0.4675853692717336,0.3864524644419053
20,8,4,1.16,1.18,0.25,0.35,0.92388,7.53995,0.30391,0.157575,0.122198,-0.915834,0.443515,-1.71946,0.225216,0.869207,0.04030663333311229,0.7754910360145962,0.4842744427483583,0.13098065671780676
21,8,4,1.16,1.18,0.25,0.35,0.793353,7.79792,0.43759,0.162966,0.126539,-0.646807,0.648766,-2.91111,0.32559,0.869207,0.05611624638365102,0.7764748475142055,1.0030287241789282,0.11184393581829612
22,8,4,1.16,1.18,0.25,0.35,0.608761,9.29987,0.545072,0.194355,0.150947,-3.80558,0.82095,-3.19098,0.425391,0.869207,0.05861071176263754,0.7766561189575776,0.2157227019271701,0.13331045634883326
23,8,4,1.16,1.18,0.25,0.35,0.382683,10.2405,0.520069,0.214013,0.166097,-5.16162,0.77188,-2.31471,0.377714,0.869207,0.05078550852009179,0.7761070589169816,0.14954219799210325,0.16317983678300954
24,8,4,1.16,1.18,0.25,0.35,0.130526,10.9839,0.551812,0.229549,0.178146,-4.5869,0.931706,-1.14686,0.55434,0.869207,0.05023825781370915,0.7760695973408728,0.20312324227691905,0.4833545506862216
25,8,4,1.16,1.18,0.25,0.35,-0.130526,10.3362,0.487637,0.216014,0.167601,-5.64717,0.799882,-1.49052,0.387279,0.869207,0.047177589442928734,0.7758802670197301,0.14164298223712055,0.25982811367844777
26,8,4,1.16,1.18,0.25,0.35,-0.382683,10.6551,0.417553,0.222679,0.172673,-4.89025,0.674767,-0.676555,0.280509,0.869207,0.03918808833328641,0.7754345941916391,0.13798210725423035,0.4146137416765821
27,8,5,1.18,1.2,0.25,0.35,-0.608761,12.6767,0.600084,0.353976,0.214416,-4.99837,1.06782,0.369883,0.461765,0.861158,0.04733755630408544,0.6057359821004814,0.2136336445681292,1.2484082804562522
